"time","EU","EU27_2020","EU28","EA","EA20","EA19","BE","BG","CZ","DK","DE","EE","IE","EL","ES","FR","HR","IT","CY","LV","LT","LU","HU","MT","NL","AT","PL","PT","RO","SI","SK","FI","SE","EEA","IS","NO","CH","UK","ME","MK","AL","RS","TR","XK","US"
2021-09-01,1.1,1.1,NA,1,1,1,2.4,0.3,0.5,1.3,1.2,0.4,1.2,0.3,1.5,0.8,1.8,0.1,-0.3,0.1,2.3,1.4,0.4,0,1.1,0.7,2.1,0.9,1.7,0.3,0.7,-0.5,1.4,1.1,1.1,-1.1,0.6,NA,0.4,0.7,0.2,-0.3,0.6,-0.4,NA
2021-10-01,5.8,5.8,NA,6.1,6.1,6.1,8.9,5,5.8,6.3,7.4,6.9,8.2,8,4.5,6.1,4.6,3.8,3.4,8.9,7.6,8.6,7.5,0,5.6,6.7,3.3,3.3,5,6,4.6,5.9,5.6,5.8,4.2,3.6,6.2,NA,5.1,4.1,5.4,3,8.9,6.4,NA
2021-11-01,2.5,2.5,NA,2.6,2.6,2.6,2.7,4.1,4.5,2.3,2.8,2.5,3.2,1.1,2.2,1.9,0.4,3,3,3.3,3.9,3.3,2,0,3,3.9,2.2,1,-0.2,3.4,1.7,4.6,1.9,2.5,1.9,2.3,2.9,NA,2.8,2.9,2.6,1.8,12.4,-0.9,NA
2021-12-01,-2.6,-2.6,NA,-2.8,-2.8,-2.8,-5.5,-0.2,-1.9,-4.7,-4,-2.8,-1.6,-2,-2.4,-2.3,-1.1,-1,-2,-3.5,-0.1,-5.5,-5.4,0,-1.8,-1.8,0.1,-2.6,-2.7,-4.5,-1.8,-3.5,-3.2,-2.5,-1,-0.2,-2.6,NA,-3.5,-4.1,0.8,-0.5,22.5,-2.9,NA
2022-01-01,2.6,2.6,NA,3.2,3.2,3.2,5.7,0.7,-0.5,3.5,3.7,3.2,1.2,3.2,3.3,5,3,0.6,-0.1,1.5,-0.5,5.2,1.1,0,1.8,1.2,-4.3,3.2,6.2,1.7,1.2,4.8,7.1,2.6,0.5,1.6,1.3,NA,2.4,2.4,0,1.4,23.5,2.1,NA
2022-02-01,3.8,3.8,NA,4.9,4.9,4.9,5.8,3.1,4.1,4.9,4.2,6.3,4.8,6,5.8,5.8,4,4.9,5.4,5.3,3.7,6.2,0.5,0,3.3,4.4,-8,4.9,7,1.6,3.6,4.5,5.6,3.8,3.6,6,6.1,NA,6.6,7.6,3.8,2.6,10.1,5.8,NA
2022-03-01,19,19,NA,19.2,19.2,19.2,14.8,12.8,21.8,12.1,28.4,18.7,24.4,12.4,16.5,17.5,12.5,10.4,3.6,17.2,15.3,14,0,0,13.6,25.9,28,11.3,12.3,8.3,9.1,21.5,12.7,19,8.1,18,9.6,NA,12.5,6.3,14.9,2.1,25.9,11.5,NA
2022-04-01,-5.4,-5.4,NA,-6.7,-6.6,-6.7,-2.3,4.3,-3.3,-1,-7.8,-3.8,-8.6,1.8,-8.9,-7,3.1,-7.8,6.1,2.6,-2.3,1.2,0,0,-8,-1.2,-0.7,2.2,1.4,2.8,3.5,-5.8,-1.2,-5.4,1,-4.4,5.1,NA,6.3,-1,3.9,2.9,4.2,2.6,NA
2022-05-01,3.4,3.4,NA,3.2,3.3,3.2,6,4.5,3.3,7.8,2.8,5.3,5.3,4.4,4.6,3,5.6,2.2,6.5,4.8,7.3,4.2,0,0,3.6,2.3,5,-3.3,4.4,7.9,4.6,5.2,-0.9,3.4,2.9,6,2.6,NA,-4.8,7.5,1.5,3.7,3.9,5.8,NA
2022-06-01,6.2,6.2,NA,5.9,5.8,5.9,8.6,5.9,3.9,9.8,-0.7,9.3,10.7,5.2,10.4,9.6,2.6,7.5,8.4,7.2,11.3,8.8,7.2,0,7.3,9.7,9.4,9.1,5.1,0.8,5.7,10.8,10.4,6.2,10.4,13.5,7.2,NA,0.7,17.7,8,4.7,22,16.1,NA
2022-07-01,-2.9,-2.9,NA,-3,-2.9,-3,-5,-4.2,0.2,-5.5,-3.3,-4.2,-3.4,-4.2,-3.7,-3.7,0.7,0.9,2.8,-3.9,-6,-6,-0.4,0,-5.7,3.1,-2.7,-3.9,-4.3,8.1,-1.5,-9,-5.6,-2.9,1.4,-1.2,-0.9,NA,1.8,-0.9,-7.3,3.5,-8.3,-8.1,NA
2022-08-01,-6.6,-6.6,NA,-6.4,-6.5,-6.4,-10.1,-7.1,-9.8,-8.4,-2.2,-7.1,-8.4,-5.6,-8.8,-7.8,-9.8,-9,-7.4,-6.8,-6.8,-7,-1.5,0,-6.2,-9.1,-8.2,-8.1,-4.8,-7.3,-5.9,-8.2,-6.9,-6.6,-3.9,-13.1,-1.2,NA,-11.6,-11.2,-0.9,-5.2,-7.9,-6.4,NA
2022-09-01,0.1,0.1,NA,0.9,0.9,0.9,0.1,-5.1,-4,-1.9,9.7,1.2,-0.1,-2,-1.6,-7.3,-1.4,-1.3,-6.6,-2.1,-2,4.1,-0.4,0,-3.5,0.2,-2.2,-1.2,-5,-0.7,-2.8,-0.3,-1.8,0.2,-2,1.6,-5.7,NA,-0.3,-2.9,-2.4,-0.9,-1.4,-6.3,NA
2022-10-01,2.5,2.5,NA,2.4,2.4,2.4,9.1,-2.2,4.8,6.8,0.5,1,1.6,-1.5,3,7.1,1.6,-0.9,-1.8,4.7,2.1,6.6,0.5,0,1.9,3.8,4.2,4.7,-0.5,-6.5,2.3,1.7,12.7,2.5,1.3,5.2,-2.5,NA,0.1,1.2,3.2,0.6,3.1,2.9,NA
2022-11-01,-2,-2,NA,-2.3,-2.3,-2.3,-5,-1.1,-1.7,-6.5,-4.8,0.1,0.2,-1.4,-1.4,0.3,3.6,-0.1,2.2,0.4,-2.2,-6.5,0.4,0,-4.7,-3.6,-1.4,-3.8,3,6,-1.3,0.7,-5.1,-2,0.9,-4.3,-1.4,NA,5,2.6,-8.6,1.5,1.2,-0.2,NA
2022-12-01,-7,-7,NA,-7.8,-7.8,-7.8,-14,-5.9,-10.7,-8.9,-8.1,-8.2,-13.5,-9.9,-11.2,-5.5,-11.8,-2.3,-5.1,-11.4,-8,-12.1,18.2,0,-8.2,-12.3,-1.5,-9.5,-11.8,-7.1,-10.1,-12.2,-8.6,-7,-1.8,-9.3,-6.7,NA,-6.6,-12,-5.4,-7.5,-10.5,-8.8,NA
2023-01-01,3.7,3.7,NA,4.1,4.1,4.1,0.2,5,-1.7,4.7,1.7,0,-0.1,2.7,10.5,6.9,-2.4,4.9,-5.9,1.4,-2.3,0.8,8.2,0,3.5,1.8,-0.1,1.9,1.2,-8.1,-0.2,2.7,3.7,3.7,0.7,3.6,-1.6,NA,-0.2,-1.1,0.8,-2.4,4.3,1.2,NA
2023-02-01,-0.4,-0.4,NA,-0.5,-0.5,-0.5,-3.2,-0.6,1.2,-0.4,-0.1,-0.7,-0.6,-0.5,-2.5,-1.3,0.9,2.2,-0.1,0.2,-0.2,-1.2,-3.7,0,-0.9,-0.9,1.3,-2.2,0.1,2.9,1.8,0.5,-1.8,-0.4,-0.4,-1.2,0.2,NA,0.6,2.1,-5.8,1.6,0.9,-5,NA
2023-03-01,-1,-1,NA,-0.9,-0.9,-0.9,-0.8,-1.7,-1.7,-0.7,-0.1,-1.5,-2.1,-1,-1.4,-0.5,-1.5,-1.7,1.6,-3.3,-1.8,-1.3,-2.6,0,-0.8,-2.8,-1.8,-1.3,0.2,-0.5,-2.4,-0.6,-0.4,-0.9,-0.7,4.7,-0.6,NA,2.4,-1.2,-2.4,0.1,-0.3,-0.5,NA
2023-04-01,-0.1,-0.1,NA,0.1,0.1,0.1,1.9,-2.1,-0.8,0.4,1,-2.1,-2.6,2,0.6,-0.6,-1.2,-0.9,-0.9,-1.1,-0.7,-2.5,-0.7,0,1.5,-1.4,-1.1,-1.3,-0.4,-0.7,1.4,-0.5,-0.1,-0.1,-1.9,-2.5,-1.3,NA,-2.4,-0.5,-2.4,0,-1,-1.5,NA
2023-05-01,-4.3,-4.3,NA,-4.1,-4.1,-4.1,-6.7,-3.8,-3.9,-4.3,-2.7,-2.1,-5.2,-3.4,-4.7,-6.1,-4.8,-3.6,-1.3,-5.2,-5.7,-5.5,-6.6,0,-3.1,-4.3,-4.8,-3.4,-4.8,-0.5,-2.6,-3.5,-4.7,-4.3,-1.8,-3.9,-2.3,NA,-5.3,-5.6,-3.1,-2.2,-6.4,-7.9,NA
2023-06-01,0.5,0.5,NA,0.5,0.5,0.5,2.3,-1.5,0.5,1.1,0,0,2.3,1.1,1,0.2,3.4,0.1,-1.9,-2.2,0.7,2.5,2.2,0,0.9,0.4,-0.9,2.5,2.7,0.1,1.7,0.9,3.6,0.5,0.3,-0.3,-0.8,NA,0.3,1.6,-0.6,1.2,11.5,0.7,NA
2023-07-01,1,1,NA,1.1,1.1,1.1,0.4,0.3,1.8,-1,0.1,0,1.3,0.8,2.4,0.2,5.3,0.8,5.9,2.2,0,0.5,1.1,0,9.2,1.4,0.4,2.3,0.7,3.6,1.3,-1.1,0.4,1,-1.1,0.1,0.2,NA,1.4,-0.6,1.3,0.2,29.5,4.5,NA
2023-08-01,5.9,5.9,NA,6.1,6.1,6.1,17,8.6,7.8,7.1,3.7,5.9,7.1,3.4,7.3,7.2,7.7,5.3,5.1,6.5,6,9.3,8.3,0,4.9,7.6,1.9,9.6,6.3,4.8,7.4,4.3,7.5,5.9,0.6,5.2,5.7,NA,7.4,6.9,6,6.1,25.8,5.7,NA
2023-09-01,2.5,2.5,NA,2.9,2.9,2.9,4,5.1,2.9,1.8,1.9,2.1,8.7,1.8,3.4,3.3,4,2.9,5,4.8,3.6,4.1,3.3,0,2.4,4.3,-3.1,3.2,2.6,2,1.2,3.7,3.4,2.5,2.3,2.2,3,NA,4.8,4.2,2.7,3.7,4.4,7.4,NA
2023-10-01,-2,-2,NA,-1.8,-1.8,-1.8,-2.3,0.2,-0.2,-2.5,-2.7,-0.9,1.2,0.2,-2.1,-1.8,-1.6,-0.5,-0.1,0.2,-1,-2.7,-3.8,0,-3.2,-0.8,-4,-2.2,-1.8,2.6,-3.6,-1.6,-4.3,-2,1.1,-0.4,0.1,NA,0.6,-3.3,1.1,0.2,-2.5,-1.1,NA
2023-11-01,-2.6,-2.6,NA,-3.4,-3.4,-3.4,-3.5,-2,-3.4,-4.3,-2.6,-4.9,-3.6,-2.4,-4.4,-2.9,-4.7,-4.5,-8.4,-3.5,-3.3,-4,-3.6,0,-3.1,-4,8.7,-4,-3.8,-2.3,-2.6,-2.8,-4,-2.6,-0.8,-1,-4,NA,-4.8,-3.1,0,-3.2,-1,-3.9,NA
2023-12-01,-3.6,-3.6,NA,-3.7,-3.7,-3.7,-5.4,-3.1,-4.8,-3.8,-3.1,-4.1,-4.8,-3.7,-4.1,-3.5,-3.8,-3.2,-5.4,-5,-2.6,-5.1,-5,0,-4,-4.8,-1.9,-4.6,-3,-6.9,-4.2,-4.1,-5,-3.6,-0.8,-3.5,-3.8,NA,-4.6,-3.8,-4,-3.9,-2.2,-6.5,NA
2024-01-01,-0.5,-0.5,NA,-0.3,-0.3,-0.3,-0.9,-2.5,-0.5,4.9,0.8,2.2,-1.5,-0.7,-0.3,-1,-1,-0.7,-2.6,0.6,-0.7,0.3,-0.5,0,1.2,1,-2.3,-0.5,2.3,-4.6,0.9,-4.9,-11,-0.5,0.9,-4.2,-1.6,NA,-1.6,-1,-0.9,-0.2,7.8,-0.6,NA
2024-02-01,3.3,3.3,NA,3.2,3.2,3.2,5.1,2.4,4.3,3,1.6,1.6,2.8,3.5,3.7,3.5,4.4,3.9,1.7,5,4.9,5.9,6.8,0,3.2,3.8,3.2,4.1,3.8,2.6,4.5,4,3.7,3.3,0.4,7.5,2.5,NA,4.2,4.5,-0.2,4,7.3,4.5,NA
2024-03-01,0.4,0.4,NA,0.4,0.4,0.4,-1.1,0.9,1.6,-0.6,0.4,1.8,0.1,1.3,0.8,-0.2,0.6,0.2,2.7,1.1,0.1,-1,2.1,0,1.5,-0.3,0.1,0.1,1.3,4.3,0.3,3.5,0.1,0.4,-0.4,-2,0.5,NA,1.2,1.3,-0.1,0.4,1.7,-1.1,NA
2024-04-01,1.9,1.9,NA,1.9,1.9,1.9,1.6,0.8,2.8,2.2,3.2,2.9,2.9,1.8,1.8,0.7,1.1,1.1,9.2,0.6,0.7,2.1,3.5,0,3,1.7,2.1,1.6,2,1.6,2,-1.5,2.3,1.9,0.5,2.8,2.3,NA,0.3,2.4,-0.1,3.2,2.9,0.2,NA
2024-05-01,-2.2,-2.2,NA,-2.3,-2.3,-2.3,-4.1,-2,-1.7,-2.3,-2.3,-1.8,-0.9,-1.3,-2.5,-2.5,-2.7,-1.4,0.6,-1.2,-3,-4.6,-4.4,0,-2.7,-2.8,-0.3,-2.9,-2,-0.8,-3.1,-2.9,-2.9,-2.2,-0.3,0.5,-0.1,NA,-2.4,-1,-2.8,0.7,-3.1,-3.6,NA
2024-06-01,-2.2,-2.2,NA,-2.1,-2.1,-2.1,-1,-2.2,-3.8,-0.9,-2.3,-2.5,-2.2,-2.4,-2.2,-2,-2.8,-2.2,-3.8,-4.1,-1.5,-2.1,-3.4,0,-1.8,-2,-2.8,-1.6,-2.1,-3.7,-1.7,-1.6,-2.4,-2.2,-0.9,1.8,-1.3,NA,-2.9,-4.2,-0.8,-2.7,-2.4,-1.4,NA
2024-07-01,1,1,NA,0.8,0.8,0.8,1.1,0.3,1.3,2.5,0.6,0.5,1.2,0.7,0.6,0.6,4.6,1.2,0.8,1.3,0.7,2.7,3.8,0,0.5,1.5,0,1.5,5.9,1,0.9,0.4,2,1,-0.1,-2.7,-0.1,NA,2.4,2,-0.1,1.9,10.1,3.2,NA
2024-08-01,-2.4,-2.4,NA,-2.6,-2.6,-2.6,-4.9,-1.9,-2.2,-3.8,-2.7,-2.4,-1.3,-1.7,-2.9,-2.9,-2.9,-2,-1.5,-3.9,-1.9,-4,-0.8,0,-2.5,-3.1,-0.9,-2.6,-2.3,3.3,-2.9,-1.2,-3.9,-2.4,-0.8,-3.4,-1.6,NA,-3.9,-3.5,-1.8,-3.4,-1.4,-3.1,NA
2024-09-01,-3.7,-3.7,NA,-3.7,-3.7,-3.7,-3.8,-3.1,-4.8,-5.1,-3.9,-5.6,-3.1,-3.8,-4.6,-3.6,-3.8,-3.1,-5.1,-4.8,-4.6,-5,-3.7,0,-3.7,-4,-3.3,-1,-4.3,-2,-4.4,-3.1,-5.4,-3.7,-1.3,-3,-3.5,NA,-4.1,-5.3,-0.3,-3.8,-1.5,-4.1,NA
2024-10-01,0.3,0.4,NA,0.5,0.5,0.5,1.5,-0.8,-0.4,2.6,1.3,0.3,-1,-1.5,0.3,0.8,0.5,-0.8,-1.4,2.2,0.9,2.1,0.8,0,1.5,-0.2,-2.2,1.9,1.6,-2.3,0.9,0.3,2.3,0.4,-0.1,2.3,-2.1,NA,-0.9,1,-1.1,0.5,1.8,0.1,NA
2024-11-01,0.6,0.6,NA,0.4,0.4,0.4,0.9,1.2,0.8,-0.2,-0.3,-0.3,1.6,0.2,0.8,0.5,0.5,0.4,0.2,-0.2,1.9,0.2,2.4,0,2.7,0.4,2.3,0.6,0.6,2.4,0.9,-0.5,1.4,0.6,-1,3.5,0.2,NA,0.9,1.1,-0.7,0.6,0.3,-0.3,NA
2024-12-01,0.6,0.6,NA,0.6,0.6,0.6,1.2,1.7,0.4,0.8,0,3.7,1.3,0.5,1,1,0.4,0.5,0.3,2.9,2,1.1,2.2,0,0.1,1.1,0.4,1.1,0,0.9,0.7,0.3,0.3,0.6,0,-1.5,0.7,NA,1.7,0.9,0.7,0.4,0.6,-0.5,NA
2025-01-01,3.1,3.1,NA,3.2,3.2,3.2,2.5,2.6,1.7,6.8,4.2,2.4,3,2.8,3.5,2.8,2.6,2.3,1.6,3.4,8.3,5.6,2.7,0,0.8,3.9,1.7,2.9,4.5,1.2,4.5,1.9,0.7,3.1,3.6,-0.8,1,NA,1.8,2.2,-0.1,2.4,5,2.6,NA
2025-02-01,0.7,0.7,NA,0.8,0.8,0.7,0.5,1.2,0.6,-0.3,0.9,-0.5,1.5,0.6,0.8,0.1,1.2,1.4,1.7,1.8,0.8,0.2,-0.9,0,0.2,0.3,0.4,0.4,1.6,2.1,0.1,0.2,-1.5,0.7,0.8,0.8,-0.1,NA,3.4,1.4,0,1.2,2.3,2,NA
2025-03-01,-3,-3,NA,-3,-3,-3,-4.9,-1.7,-3.3,-3.5,-3.3,-4.2,-2.2,-3.4,-3.2,-3.1,-3.8,-1.8,-1.4,-4.2,-2.8,-4.1,-4.1,0,-3.2,-3.3,-2,-3,-3,-1.4,-3.8,-1.1,-5.5,-3,-0.7,-2.5,-1.6,NA,-2.4,-3.9,-0.1,-1.9,-2,-1,NA
2025-04-01,-2.2,-2.2,NA,-2.1,-2.1,-2.1,-3.7,-5,-2.7,-1.2,-0.9,-1,-2.3,-2.2,-2.8,-2.8,-3.2,-2.8,-2.7,0.5,-2.5,-3,-1.4,0,-1.1,-2,-1.7,-1.9,-3.7,-3.6,-1.4,-1.5,-3,-2.2,-0.4,-5.3,-0.2,NA,-3.5,-3.5,0,-2.7,-0.4,-5.3,NA
